"player","g","gs","mp","fg","fga","x3p","x3pa","x2p","x2pa","ft","fta","orb","drb","trb","ast","stl","blk","tov","pf","pts"
"Morris Peterson",711,488,19366,2747,6567,1009,2702,1738,3865,1125,1456,569,1914,2483,1090,639,136,716,1606,7628
"Moses Brown",166,45,1931,339,590,0,0,339,590,200,350,292,514,806,17,49,94,100,244,878
"Moses Malone",1537,NA,51950,10666,21560,NA,NA,10658,21477,9323,12304,7819,11087,18906,2025,1266,2070,NA,3752,30663
"Moses Moody",91,14,1184,150,338,76,208,74,130,54,73,34,113,147,59,20,15,40,78,430
"Moses Wright",8,0,28,2,8,0,2,2,6,6,6,2,4,6,4,0,2,0,0,10
"Mouhamed Sene",53,3,289,41,91,0,0,41,91,41,66,33,56,89,1,5,25,19,46,123
"Moussa Diabaté",14,1,162,20,39,1,2,19,37,10,16,28,16,44,3,5,5,8,13,51
"Muggsy Bogues",950,587,26999,2986,6533,110,397,2876,6136,1123,1352,564,1886,2450,7057,1436,42,1538,1640,7205
"Murray Mitchell",2,NA,NA,1,3,NA,NA,1,3,0,0,NA,NA,NA,2,NA,NA,NA,1,2
"Murray Wier",56,NA,NA,157,480,NA,NA,157,480,115,166,NA,NA,NA,107,NA,NA,NA,141,429
"Mustafa Shakur",25,0,170,21,62,1,11,20,51,9,17,7,15,22,29,5,3,20,17,52
"Mychal Mulder",101,15,1448,193,486,135,374,58,112,31,42,15,116,131,44,22,17,37,102,552
"Mychal Thompson",1017,NA,29654,5550,11103,NA,NA,5548,11089,2646,4004,2367,4996,7363,2256,746,1144,2238,2894,13748
"Mychel Thompson",5,3,95,7,24,4,11,3,13,0,0,0,5,5,7,2,1,5,8,18
"Myke Henry",20,0,378,41,109,19,58,22,51,6,10,10,28,38,22,31,6,19,28,107
"Myles Patrick",3,NA,9,2,5,0,0,2,5,1,2,1,1,2,1,0,0,1,3,5
"Myles Powell",11,0,52,5,17,1,6,4,11,2,2,1,5,6,3,1,0,3,8,13
"Myles Turner",474,441,13666,2339,4728,459,1294,1880,3434,1099,1432,679,2535,3214,571,336,1086,643,1389,6236
"Myron Brown",4,0,23,4,6,1,3,3,3,0,0,0,3,3,6,1,0,4,2,9
"Myron Jackson",8,0,22,2,9,0,0,2,9,7,8,1,2,3,6,1,0,5,1,11
"Naji Marshall",134,32,2618,357,868,98,341,259,527,223,289,89,378,467,271,96,29,147,196,1035
"Nando De Colo",166,12,1908,233,547,67,188,166,359,97,114,51,233,284,268,85,18,151,183,630
"Nassir Little",167,31,2773,355,769,124,361,231,408,149,209,132,405,537,124,52,71,88,232,983
"Nat Clifton",544,NA,NA,2082,5766,NA,NA,2082,5766,1280,2021,NA,NA,4469,1367,NA,NA,NA,1840,5444
"Nat Frankel",6,NA,NA,4,27,NA,NA,4,27,8,12,NA,NA,NA,3,NA,NA,NA,6,16
"Nat Hickey",2,NA,NA,0,6,NA,NA,0,6,2,3,NA,NA,NA,0,NA,NA,NA,5,2
"Nat Militzok",114,NA,NA,180,686,NA,NA,180,686,128,224,NA,NA,NA,84,NA,NA,NA,240,488
"Nate Blackwell",10,0,112,15,41,2,11,13,30,5,6,2,4,6,18,3,0,8,16,37
"Nate Bowman",261,NA,2388,317,817,NA,NA,317,816,111,210,NA,NA,878,175,NA,NA,NA,557,745
"Nate Darling",7,0,26,2,7,2,7,0,0,3,3,1,0,1,1,0,1,1,1,9
"Nate DeLong",17,NA,132,20,42,NA,NA,20,42,24,35,NA,NA,31,14,NA,NA,NA,47,64
"Nate Driggers",15,0,132,13,43,0,9,13,34,10,14,12,10,22,6,3,2,6,10,36
"Nate Hawthorne",162,NA,1991,338,803,NA,NA,338,803,206,312,136,197,333,108,72,42,NA,274,882
"Nate Hinton",23,0,95,15,43,4,19,11,24,7,10,1,8,9,8,7,2,6,8,41
"Nate Huffman",7,0,76,9,25,0,0,9,25,5,8,9,14,23,5,1,3,3,13,23
"Nate Johnston",42,0,174,36,96,2,8,34,88,18,26,26,20,46,2,6,16,12,22,92
"Nate McMillan",796,373,20462,1833,4136,298,870,1535,3266,769,1183,919,2303,3222,4893,1544,356,1486,2408,4733
"Nate Robinson",775,121,16597,2911,6935,994,2790,1917,4145,1197,1514,445,1251,1696,2197,641,54,1047,1789,8013
"Nate Thurmond",1042,NA,37274,5663,13442,NA,NA,5663,13442,3457,5212,NA,NA,14879,2669,NA,NA,NA,2784,14783
"Nate Williams",800,NA,18063,4064,8863,NA,NA,4064,8863,1435,1773,NA,NA,3010,1182,NA,NA,NA,2348,9563
"Nate Wolters",105,31,1822,211,509,18,76,193,433,63,102,50,169,219,230,51,19,83,104,503
"Nathan Jawai",45,2,431,50,115,0,1,50,114,26,38,50,56,106,24,10,9,29,61,126
"Nathan Knight",98,2,755,119,249,17,63,102,186,115,154,76,123,199,39,24,21,47,94,370
"Nathaniel Barnett",12,NA,73,12,26,0,1,12,25,3,8,3,5,8,8,3,1,8,22,27
"Naz Mitrou-Long",20,0,132,13,38,5,24,8,14,2,2,1,12,13,23,2,2,11,12,33
"Naz Reid",222,39,3849,818,1636,190,562,628,1074,317,443,271,688,959,218,120,211,230,540,2143
"Nazr Mohammed",1377,525,23277,3619,7358,0,12,3619,7346,1527,2396,2682,4255,6937,559,649,928,1358,3114,8765
"Ndudi Ebi",19,0,86,17,35,0,1,17,34,6,13,8,11,19,4,1,5,6,13,40
"Neal Walk",635,NA,14957,3126,6859,NA,NA,3126,6859,1387,1822,NA,NA,4731,1337,NA,NA,NA,1965,7639
"Ned Endress",16,NA,NA,3,25,NA,NA,3,25,8,15,NA,NA,NA,4,NA,NA,NA,13,14
"Neemias Queta",18,0,145,23,46,0,0,23,46,11,19,18,22,40,7,1,9,7,25,57
"Negele Knight",388,112,6659,981,2228,40,144,941,2084,491,654,163,352,515,1104,178,46,500,594,2493
"Neil Johnson",380,NA,6417,1036,2165,NA,NA,1035,2159,560,832,NA,NA,2003,632,NA,NA,NA,1067,2633
"Neil Johnston",516,NA,18298,3303,7435,NA,NA,3303,7435,3417,4447,NA,NA,5856,1269,NA,NA,NA,1681,10023
"Nelson Bobb",227,NA,NA,361,1030,NA,NA,361,1030,330,539,NA,NA,NA,488,NA,NA,NA,523,1052
"Nemanja Bjelica",486,165,9767,1368,2942,525,1381,843,1561,393,520,515,1663,2178,895,303,189,492,1126,3654
"Nemanja Nedović",24,0,142,8,39,3,18,5,21,7,8,3,12,15,13,0,1,13,13,26
"Nenad Krstić",490,440,12118,1955,3945,2,14,1953,3931,873,1187,896,1700,2596,373,188,311,553,1435,4785
"Nenê",1004,659,26347,4386,8014,7,57,4379,7957,2665,4032,1751,4368,6119,1799,1083,759,1784,3029,11444
"Nerlens Noel",514,241,11281,1558,2819,3,16,1555,2803,661,1002,988,2131,3119,548,650,732,639,1310,3780
"Nic Claxton",141,67,3138,567,824,2,14,565,810,167,329,270,624,894,162,81,225,125,325,1303
"Nick Anderson",800,636,24922,4416,9891,1055,2964,3361,6927,1642,2461,1011,3053,4064,2087,1114,364,1358,1502,11529
"Nick Calathes",129,7,2011,246,558,30,104,216,454,68,117,42,201,243,353,129,13,162,217,590
"Nick Collison",910,177,18603,2212,4146,21,101,2191,4045,914,1265,1766,2935,4701,939,446,469,878,2507,5359
"Nick Fazekas",52,0,538,92,164,0,4,92,160,30,44,68,110,178,22,16,22,26,50,214
"Nick Johnson",28,0,262,26,75,5,21,21,54,17,25,13,26,39,11,7,3,19,34,74
"Nick Jones",205,NA,2442,414,1015,NA,NA,414,1011,223,296,NA,NA,233,260,NA,NA,NA,417,1051
"Nick Mantis",94,NA,1439,198,527,NA,NA,198,527,55,100,NA,NA,176,175,NA,NA,NA,196,451
"Nick Richards",108,5,1110,187,296,0,1,187,295,116,163,139,181,320,36,18,56,60,146,490
"Nick Shaback",53,NA,NA,102,385,NA,NA,102,385,38,53,NA,NA,NA,29,NA,NA,NA,75,242
"Nick Van Exel",952,716,31465,5137,12684,1647,4628,3490,8056,2059,2592,403,2396,2799,6255,770,103,2006,1484,13980
"Nick Vanos",68,14,842,88,230,0,2,88,228,46,82,88,152,240,59,21,28,68,128,222
"Nick Weatherspoon",515,NA,11337,2022,4453,NA,NA,2022,4453,753,1073,909,1751,2660,471,396,173,NA,1396,4797
"Nick Young",782,236,18148,3210,7704,1142,3046,2068,4658,1511,1805,291,1269,1560,743,438,152,794,1457,9073
"Nickeil Alexander-Walker",258,59,5053,879,2252,367,1115,512,1137,262,360,104,557,661,579,180,90,353,408,2387
"Nico Mannion",30,1,364,39,114,22,60,17,54,23,28,6,40,46,70,16,1,31,29,123
"Nicolas Batum",966,817,29149,3721,8521,1545,4242,2176,4279,1478,1774,960,3964,4924,3289,905,615,1579,1687,10465
"Nicolás Brussino",58,2,531,52,143,29,97,23,46,17,22,26,72,98,47,17,8,26,43,150
"Nicolás Laprovíttola",18,3,174,20,47,10,27,10,20,9,9,1,9,10,28,4,1,19,19,59
"Nicolò Melli",150,16,2174,228,605,115,376,113,229,92,123,96,328,424,170,62,29,70,240,663
"Nigel Hayes",18,0,244,22,66,8,32,14,34,2,6,8,36,44,12,4,6,4,16,54
"Nigel Williams-Goss",10,0,50,5,16,2,7,3,9,2,2,2,4,6,6,3,1,3,6,14
"Nik Stauskas",460,63,8278,971,2487,514,1429,457,1058,432,530,101,784,885,637,169,91,418,501,2888
"Nikita Wilson",15,0,54,7,23,0,0,7,23,5,6,2,9,11,3,0,0,5,7,19
"Nikola Jokić",571,530,17497,4401,8009,576,1656,3825,6353,2091,2521,1482,4461,5943,3720,687,403,1618,1588,11469
"Nikola Jović",15,8,204,28,69,8,35,20,34,18,19,9,22,31,10,7,2,10,19,82
"Nikola Mirotić",420,134,10457,1847,4310,865,2388,982,1922,907,1115,420,2218,2638,542,315,301,491,881,5466
"Nikola Peković",271,194,6744,1314,2537,0,0,1314,2537,777,1023,803,1004,1807,199,140,151,414,632,3405
"Nikola Vučević",861,800,26917,6421,13018,817,2266,5604,10752,1414,1842,2139,6966,9105,2472,749,766,1508,2070,15073
"Nikoloz Tskitishvili",224,16,2265,225,737,46,203,179,534,97,136,130,240,370,127,55,63,151,268,593
"Noah Vonleh",452,189,7106,807,1743,116,384,691,1359,351,509,595,1630,2225,326,169,167,330,753,2081
"Noble Jorgensen",331,NA,NA,1024,2826,NA,NA,1024,2826,943,1291,NA,NA,NA,415,NA,NA,NA,1152,2991
"Noel Felix",12,0,82,6,25,1,3,5,22,5,8,3,10,13,2,2,3,8,13,18
"Nolan Smith",84,4,829,109,294,19,73,90,221,40,56,24,59,83,97,25,4,71,81,277
"Norm Baker",4,NA,NA,0,1,NA,NA,0,1,0,0,NA,NA,NA,0,NA,NA,NA,0,0
"Norm Cook",27,NA,148,28,75,NA,NA,28,75,9,17,11,19,30,6,10,3,NA,31,65
"Norm Grekin",1,NA,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,1,0
"Norm Mager",24,NA,NA,40,142,NA,NA,40,142,44,56,NA,NA,47,23,NA,NA,NA,68,124
"Norm Nixon",768,NA,27250,5219,10805,NA,NA,5119,10465,1527,1978,473,1518,1991,6386,1187,71,2368,1983,12065
"Norm Richardson",22,0,134,20,52,8,16,12,36,12,18,6,10,16,4,0,0,6,10,60
"Norm Stewart",5,NA,37,4,15,NA,NA,4,15,2,6,NA,NA,5,2,NA,NA,NA,9,10
"Norm Swanson",63,NA,611,31,137,NA,NA,31,137,38,64,NA,NA,110,33,NA,NA,NA,91,100
"Norm Van Lier",825,NA,28586,3647,8764,NA,NA,3647,8764,2381,3049,NA,NA,3953,5759,NA,NA,NA,2900,9675
"Norman Black",3,NA,28,3,10,0,0,3,10,2,8,0,2,2,2,1,0,1,2,8
"Norman Powell",579,294,14204,2638,5651,964,2436,1674,3215,1395,1679,237,1342,1579,925,498,168,760,1121,7635
"Normie Glick",1,NA,NA,1,1,NA,NA,1,1,0,0,NA,NA,NA,0,NA,NA,NA,1,2
"Norris Cole",435,85,9849,1235,3027,262,815,973,2212,347,470,92,769,861,1236,337,49,616,803,3079
"Norris Coleman",29,11,431,66,191,1,2,65,189,20,36,36,45,81,13,11,6,16,51,153
"Norton Barnhill",4,NA,10,2,6,NA,NA,2,6,0,0,2,1,3,1,0,0,NA,5,4
"Norvel Pelle",53,0,419,44,83,0,1,44,82,15,26,35,81,116,12,5,50,26,84,103
"O.J. Mayo",547,325,16919,2808,6547,854,2287,1954,4260,1104,1346,285,1421,1706,1607,559,141,1130,1239,7574
"Obi Toppin",171,10,2479,447,899,124,377,323,522,132,173,113,416,529,139,56,54,100,194,1150
"Obinna Ekezie",176,32,1797,197,471,0,1,197,470,217,303,177,284,461,40,43,32,109,302,611
"Ochai Agbaji",29,0,373,43,90,18,50,25,40,10,16,17,30,47,14,3,4,9,38,114
"Odie Spears",490,NA,NA,1500,4104,NA,NA,1500,4104,1204,1576,NA,NA,NA,924,NA,NA,NA,1604,4204
"Odis Allison",36,NA,166,17,78,NA,NA,17,78,33,61,NA,NA,45,10,NA,NA,NA,34,67
"OG Anunoby",346,272,9671,1472,3149,534,1440,938,1709,426,580,378,1116,1494,520,424,173,432,815,3904
"Ognjen Kuzmić",37,0,164,13,25,0,0,13,25,9,15,17,21,38,8,5,5,15,30,35
"Okaro White",44,4,557,40,105,16,47,24,58,22,25,29,66,95,23,11,11,19,58,118
"Olden Polynice",1205,753,29378,4219,8263,5,29,4214,8234,1389,2584,3249,5223,8472,827,601,750,1336,3216,9832
"Oleksiy Pecherov",111,5,1044,160,414,45,155,115,259,73,92,88,178,266,20,21,22,59,119,438
"Oliver Lafayette",1,0,22,3,6,1,2,2,4,0,0,1,3,4,2,0,0,1,0,7
"Oliver Miller",554,204,12490,1659,3112,5,45,1654,3067,596,937,1045,2154,3199,1148,502,821,1011,1641,3919
"Oliver Robinson",35,0,147,35,97,1,11,34,86,30,45,6,11,17,21,4,2,13,18,101
"Oliver Taylor",293,NA,6667,951,2095,20,81,931,2014,807,1182,463,715,1178,682,NA,NA,638,761,2729
"Olivier Sarr",22,2,421,58,101,13,29,45,72,24,29,34,59,93,19,6,15,22,52,153
"Ollie Darden",369,NA,7577,1259,2913,4,21,1255,2892,650,924,NA,NA,2235,369,NA,NA,580,1109,3172
"Ollie Johnson",763,NA,16221,2438,4934,NA,NA,2435,4914,963,1163,NA,NA,2523,1322,NA,NA,NA,1675,5842
"Ollie Mack",243,NA,4876,773,1669,0,30,773,1639,242,360,256,364,620,446,165,21,214,340,1788
"Olumide Oyedeji",93,5,587,50,101,0,0,50,101,27,41,61,135,196,11,16,15,30,106,127
"Omar Cook",22,0,213,17,51,0,5,17,46,3,6,5,8,13,46,16,1,16,20,37
"Omari Johnson",4,0,75,9,21,4,12,5,9,0,0,4,7,11,7,2,0,3,6,22
"Omari Spellman",95,14,1691,225,539,87,238,138,301,105,137,149,264,413,94,59,49,85,130,642
"Ömer Aşık",489,262,9398,956,1817,0,1,956,1816,589,1075,1045,2364,3409,283,169,343,551,948,2501
"Omer Yurtseven",56,12,706,130,247,1,11,129,236,38,61,85,209,294,49,17,20,41,84,299
"Omri Casspi",624,147,12602,1795,3945,508,1382,1287,2563,730,1081,500,1967,2467,699,385,137,624,967,4828
"Onyeka Okongwu",147,27,2798,440,671,0,6,440,665,189,267,309,503,812,120,86,154,123,408,1069
"Orbie Bowling",11,NA,90,9,28,0,0,9,28,3,12,NA,NA,29,1,NA,NA,6,16,21
"Orien Greene",131,7,1555,127,328,11,52,116,276,61,95,49,146,195,155,98,15,144,228,326
"Orlando Graham",7,0,22,3,10,0,0,3,10,2,4,8,3,11,0,0,0,2,6,8
"Orlando Johnson",155,2,1605,162,474,58,208,104,266,73,100,46,204,250,91,29,19,67,121,455
"Orlando Robinson",24,1,345,41,78,0,5,41,73,20,27,37,64,101,19,12,11,13,44,102
"Orlando Woolridge",909,532,25596,5439,10636,8,97,5431,10539,3435,4678,1448,2433,3881,1724,580,596,1826,2288,14321
"Oscar Robertson",1040,NA,43886,9508,19620,NA,NA,9508,19620,7694,9185,NA,NA,7804,9887,NA,NA,NA,2931,26710
"Óscar Torres",82,13,1184,151,377,44,139,107,238,96,125,50,84,134,43,29,11,57,73,442
"Oshae Brissett",152,42,2957,375,897,155,439,220,458,232,325,188,464,652,122,94,58,92,226,1137
"Ossie Schectman",54,NA,NA,162,588,NA,NA,162,588,111,179,NA,NA,NA,109,NA,NA,NA,115,435
"Othell Wilson",127,25,2049,216,476,6,34,210,442,97,130,63,149,212,424,119,16,172,189,535
"Othella Harrington",783,308,15739,2268,4508,0,14,2268,4494,1341,1809,1226,2292,3518,499,219,331,1093,2105,5877
"Othello Hunter",23,0,125,15,32,0,0,15,32,3,9,15,21,36,1,2,6,5,16,33
"Othyus Jeffers",60,4,811,80,171,2,12,78,159,79,119,60,111,171,43,38,0,36,80,241
"Otis Birdsong",696,NA,21627,5347,10562,NA,NA,5298,10383,1801,2748,920,1152,2072,2260,858,143,1491,1783,12544
"Otis Howard",28,NA,226,48,112,NA,NA,48,112,22,46,36,46,82,10,4,4,14,48,118
"Otis Smith",447,120,9269,1865,4046,60,228,1805,3818,1002,1311,730,933,1663,845,468,230,666,964,4792
"Otis Thorpe",1401,1090,44115,7551,13898,3,76,7548,13822,4184,6133,3799,7666,11465,3064,929,559,3058,4608,19289
"Otto Moore",802,NA,18905,2574,5654,NA,NA,2574,5654,1029,1681,NA,NA,6189,1208,NA,NA,NA,2022,6177
"Otto Porter Jr.",596,367,15515,2471,5213,819,2061,1652,3152,670,836,678,2358,3036,950,679,251,487,1049,6431
"Otto Schnellbacher",86,NA,NA,186,560,NA,NA,186,560,178,266,NA,NA,NA,128,NA,NA,NA,218,550
"Ousmane Dieng",17,0,247,28,64,11,37,17,27,1,4,8,36,44,22,5,4,9,17,68
"Owen Wells",33,NA,214,42,100,NA,NA,42,100,15,22,12,23,35,22,9,3,NA,38,99
"Ozell Jones",70,6,906,106,182,0,1,106,181,33,83,65,175,240,56,32,58,64,144,245
"P.J. Brown",1089,990,33823,3852,8365,8,59,3844,8306,2158,2718,3002,5407,8409,1661,912,1116,1342,3218,9870
"P.J. Hairston",177,106,3313,377,1085,189,645,188,440,131,164,72,368,440,97,85,35,104,335,1074
"P.J. Tucker",957,682,27364,2332,5528,948,2614,1384,2914,808,1074,1406,3849,5255,1349,1066,291,902,2348,6420
"P.J. Washington",238,197,7140,1108,2459,410,1109,698,1350,345,479,287,1018,1305,555,224,238,377,621,2971
"Pablo Prigioni",337,54,5763,425,1014,260,701,165,313,110,127,175,449,624,936,347,7,319,517,1220
"Pace Mannion",226,4,2157,261,631,16,81,245,550,130,196,88,176,264,233,110,21,135,243,668
"Paolo Banchero",44,44,1483,294,679,60,190,234,489,261,342,45,237,282,161,45,21,124,102,909
"Pape Sow",76,29,879,79,190,0,0,79,190,61,90,78,136,214,12,34,24,41,166,219
"Pape Sy",3,0,21,2,6,0,1,2,5,3,3,2,1,3,2,1,0,3,1,7
"Paris Bass",2,0,7,2,6,0,2,2,4,2,2,2,2,4,0,1,0,2,2,6
"Pascal Siakam",442,348,13362,2779,5707,443,1357,2336,4350,1337,1729,634,2223,2857,1504,402,296,821,1225,7338
"Pat Burke",127,8,1293,199,488,9,36,190,452,61,92,90,176,266,44,28,40,87,180,468
"Pat Connaughton",452,54,8588,1015,2319,537,1481,478,838,201,259,314,1246,1560,565,221,122,243,522,2768
"Pat Cummings",683,NA,14516,2734,5506,0,16,2734,5490,1061,1440,1166,2659,3825,807,360,171,1152,2037,6529
"Pat Dunn",28,NA,206,28,90,NA,NA,28,90,14,17,NA,NA,31,28,NA,NA,NA,20,70
"Pat Durham",64,3,930,123,262,5,26,118,236,72,108,42,66,108,57,37,33,52,120,323
"Pat Frink",48,NA,363,50,147,NA,NA,50,147,23,29,NA,NA,41,55,NA,NA,NA,54,123
"Pat Garrity",552,107,11062,1479,3543,631,1587,848,1956,428,531,343,1114,1457,443,246,104,417,1274,4017
"Pat Riley",590,NA,9000,1736,4215,NA,NA,1736,4215,723,1025,NA,NA,905,970,NA,NA,NA,1264,4195
"Patricio Garino",5,0,43,0,7,0,5,0,2,0,0,1,6,7,0,0,0,3,4,0
"Patrick Baldwin Jr.",15,0,127,27,62,22,49,5,13,4,6,0,21,21,3,6,1,7,7,80
"Patrick Beverley",568,480,15543,1717,4163,884,2355,833,1808,603,794,616,1762,2378,1944,639,293,705,1746,4921
"Patrick Christopher",4,1,29,3,12,0,4,3,8,0,0,2,4,6,0,1,0,1,6,6
"Patrick Eddie",4,0,13,2,9,0,0,2,9,0,0,0,1,1,0,0,0,0,3,4
"Patrick Ewing",1190,1122,40613,9702,19246,19,127,9683,19119,5395,7293,2753,8856,11609,2217,1136,2895,3538,4035,24818
"Patrick McCaw",228,44,3770,318,759,101,330,217,429,97,122,71,296,367,299,162,33,140,271,834
"Patrick McFarland",148,NA,1977,414,903,11,42,403,861,108,140,114,184,298,219,76,12,178,149,947
"Patrick O'Bryant",129,6,779,124,244,0,5,124,239,39,68,45,148,193,36,24,59,64,187,287
"Patrick Patterson",855,158,18231,2415,5297,736,1992,1679,3305,508,677,1052,2426,3478,895,454,373,576,1413,6074
"Patrick Williams",138,129,3875,502,1045,143,347,359,698,179,231,131,483,614,180,109,98,180,257,1326
"Patty Mills",850,106,17394,2750,6443,1485,3810,1265,2633,717,838,253,1165,1418,1935,544,74,815,1094,7702
"Pau Gasol",1322,1222,43712,8497,16713,189,515,8308,16198,5075,6713,3262,8733,11995,4188,641,2054,2778,2800,22258
"Paul Arizin",713,NA,NA,5628,13354,NA,NA,5628,13354,5010,6189,NA,NA,6129,1665,NA,NA,NA,2764,16266
"Paul Cloyd",14,NA,NA,14,52,NA,NA,14,52,10,16,NA,NA,NA,4,NA,NA,NA,10,38
"Paul Davis",82,2,702,88,219,0,1,88,218,41,56,74,84,158,32,22,15,30,105,217
"Paul Dawkins",57,NA,776,141,300,1,5,140,295,33,48,42,83,125,77,33,9,76,112,316
"Paul George",774,726,26001,5414,12390,1961,5128,3453,7262,3103,3652,671,4290,4961,2839,1323,339,2113,2055,15892
"Paul Gordon",4,NA,NA,0,6,NA,NA,0,6,3,5,NA,NA,NA,3,NA,NA,NA,3,3
"Paul Graham",179,20,3354,582,1299,100,295,482,1004,235,318,137,296,433,352,186,32,216,389,1499
"Paul Grant",22,0,124,15,35,0,0,15,35,3,8,9,10,19,3,3,1,11,25,33
"Paul Griffin",480,NA,10053,837,1657,NA,NA,837,1657,769,1111,894,1756,2650,1116,403,248,NA,1400,2443
"Paul Hoffman",355,NA,NA,1204,3570,NA,NA,1204,3570,1020,1508,NA,NA,NA,1005,NA,NA,NA,1231,3428
"Paul Hogue",80,NA,1634,176,479,NA,NA,176,479,83,188,NA,NA,492,54,NA,NA,NA,290,435
"Paul Huston",46,NA,NA,51,215,NA,NA,51,215,62,89,NA,NA,NA,27,NA,NA,NA,82,164
"Paul Long",80,NA,518,117,273,NA,NA,117,273,75,98,NA,NA,66,66,NA,NA,NA,79,309
"Paul McCracken",37,NA,437,63,140,NA,NA,63,140,34,57,NA,NA,73,33,NA,NA,NA,52,160
"Paul McPherson",110,0,1190,218,432,4,24,214,408,84,116,80,78,158,76,50,8,94,160,524
"Paul Millsap",1118,747,30875,5500,11273,549,1623,4951,9650,3102,4214,2384,5403,7787,2407,1337,1058,1848,3315,14651
"Paul Mokeski",834,NA,11735,1302,2890,11,55,1291,2835,653,931,844,1966,2810,584,282,391,707,2212,3268
"Paul Napolitano",1,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0
"Paul Neumann",527,NA,13037,2192,4908,NA,NA,2192,4908,1569,1973,NA,NA,1516,1686,NA,NA,NA,1511,5953
"Paul Noel",201,NA,NA,259,889,NA,NA,259,889,143,225,NA,NA,NA,140,NA,NA,NA,324,661
"Paul Nolen",1,NA,2,0,1,NA,NA,0,1,0,0,NA,NA,1,0,NA,NA,NA,1,0
"Paul Pierce",1343,1285,45880,8668,19465,2143,5816,6525,13649,6918,8578,1092,6435,7527,4708,1752,745,3532,3643,26397
"Paul Pressey",724,420,19659,2855,5890,79,356,2776,5534,1875,2503,901,1897,2798,3715,997,428,1700,2032,7664
"Paul Reed",101,2,838,147,264,2,18,145,246,25,42,124,153,277,42,68,50,44,158,321
"Paul Ruffner",133,NA,1278,232,493,NA,NA,232,493,97,141,NA,NA,393,61,NA,NA,NA,220,561
"Paul Scranton",5,NA,41,4,9,0,0,4,9,1,4,NA,NA,16,1,NA,NA,1,5,9
"Paul Seymour",622,NA,NA,2039,5826,NA,NA,2039,5826,1758,2219,NA,NA,NA,2341,NA,NA,NA,1363,5836
"Paul Shirley",18,0,121,15,38,0,1,15,37,3,7,9,10,19,7,1,1,10,12,33
"Paul Silas",1254,NA,34989,4293,9949,NA,NA,4293,9949,3196,4748,NA,NA,12357,2572,NA,NA,NA,3105,11782
"Paul Stovall",38,NA,405,62,149,NA,NA,62,149,52,82,NA,NA,119,25,NA,NA,NA,69,176
"Paul Thompson",203,72,4047,757,1774,23,111,734,1663,290,366,261,430,691,302,197,104,217,479,1827
"Paul Walther",423,NA,NA,1082,2961,NA,NA,1082,2961,965,1383,NA,NA,NA,1030,NA,NA,NA,1192,3129
"Paul Watson",56,5,627,70,169,44,114,26,55,20,28,11,95,106,41,17,8,19,56,204
"Paul Westphal",823,NA,20947,5079,10084,NA,NA,5024,9884,2596,3166,NA,NA,1580,3591,NA,NA,NA,1705,12809
"Paul Zipser",98,30,1667,169,455,70,209,99,246,50,65,28,228,256,82,35,31,83,164,458
"Pavel Podkolzin",6,0,28,0,2,0,0,0,2,4,8,0,9,9,0,0,1,4,4,4
"Payton Pritchard",172,8,2708,409,953,235,590,174,363,69,78,84,264,348,296,74,16,120,190,1122
"Pearl Washington",194,79,4044,666,1472,16,87,650,1385,312,418,140,230,370,733,256,15,438,448,1660
"Peja Stojaković",908,749,30184,5370,11964,1979,4932,3391,7032,2498,2785,840,3432,4272,1573,805,118,1210,1593,15217
"Penny Early",1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"Pep Saul",448,NA,NA,938,2606,NA,NA,938,2606,709,951,NA,NA,NA,743,NA,NA,NA,807,2585
"Pepe Sánchez",67,0,337,18,61,0,2,18,59,4,4,10,26,36,90,27,2,14,45,40
"Pero Antić",113,29,1962,231,590,108,344,123,246,138,189,115,283,398,107,37,26,104,258,708
"Perry Jones",143,21,1675,195,464,36,123,159,341,62,94,46,206,252,54,36,33,60,135,488
"Perry Moss",208,0,2722,323,791,15,78,308,713,179,247,97,228,325,306,154,33,215,360,840
"Perry Warbington",5,NA,70,4,21,NA,NA,4,21,2,2,2,6,8,16,0,0,NA,16,10
"Perry Young",18,0,144,12,42,0,0,12,42,2,4,6,10,16,14,10,2,8,28,26
"Pervis Ellison",474,245,11593,1826,3579,1,20,1825,3559,841,1221,1087,2083,3170,691,293,752,798,1493,4494
"Pete Brennan",16,NA,136,13,43,NA,NA,13,43,14,25,NA,NA,31,6,NA,NA,NA,15,40
"Pete Chilcutt",716,81,10360,1300,2943,197,535,1103,2408,267,386,838,1599,2437,601,335,259,484,1090,3064
"Pete Cross",211,NA,3932,409,959,NA,NA,409,959,259,379,NA,NA,1580,198,NA,NA,NA,405,1077
"Pete Darcey",12,NA,90,3,18,NA,NA,3,18,5,9,NA,NA,10,2,NA,NA,NA,29,11
"Pete Lalich",1,NA,NA,0,1,NA,NA,0,1,0,0,NA,NA,NA,0,NA,NA,NA,1,0
"Pete Maravich",701,NA,25280,6431,14568,NA,NA,6411,14538,3655,4449,NA,NA,2825,3646,NA,NA,NA,1944,16537
"Pete Myers",533,104,8152,871,2113,46,213,825,1900,631,947,303,637,940,1135,352,106,645,966,2419
